Возле Курского вокзала открылась выставка граффити «Со-единение»;В арт-квартале возле Курского вокзала открылась выставка уличного искусства «Со-единение». Проект реализует Москомархитектура и центр современного искусства (ЦСИ) «Винзавод». «У нас сложилась хорошая, добрая творческая традиция. В этом году Москомархитектура эту традицию продолжила. В результате у нас появилось пространство, где соединились городская жизнь и проекты стрит-арт-художников», — сказала Юлиана Княжевская, председатель столичного Комитета по архитектуре и градостроительству. Граффити размещены на территории уникального креативного пространства Москвы — арт-квартала. Мимо стены, расположенной вдоль железнодорожных путей, по дороге от Курского вокзала в сторону двух креативных кластеров — ЦСИ «Винзавод» и центра дизайна Artplay ежедневно проходят тысячи человек.          Концепцию экспозиции разработали специалисты Москомархитектуры и центра современного искусства «Винзавод» в направлении Urban + Art. Проект направлен на поддержку уличных художников. Был проведен закрытый конкурс, участие в котором приняли 12 человек. Экспертная комиссия оценивала портфолио, концепции работ на соответствие теме и сочетаемость друг с другом. В результате было выбрано шесть художников, среди которых Рома Мураткин, Миша Most, Алексей Luka, Оля Iney, Саша Blot и Вова Nootk. В их произведениях отразились размышления на тему городской среды и ее взаимодействия с современным искусством. «Мы выбирали яркие творческие высказывания, которые привлекут внимание, тронут зрителя, призовут его к диалогу. Ведь именно такова задача искусства. Не случайно выставка называется “Со-единение”: это пространство — место диалога города со своими жителями. Москва, как город максимально разноплановый, просто создана для таких проектов», — отметил главный архитектор Москвы, первый заместитель председателя столичного Комитета по архитектуре и градостроительству Сергей Кузнецов. Выставка «Со-единение» продлится до мая 2023 года, после чего экспозиция обновится.;выставки, экспозиции, Сергей Кузнецов, современное искусство, Юлиана Княжевская
Около пяти тысяч машино-мест появилось в ТиНАО с начала 2022 года;На территории Троицкого и Новомосковского административных округов с начала 2022 года оборудовали 4840 машино-мест. Об этом сообщил руководитель Департамента развития новых территорий города Москвы Владимир Жидкин.  За этот период в ТиНАО появилось 14 гаражных объектов. Благодаря этому 3791 машино-место организовано в подземных паркингах, еще 388 машин автовладельцы разместили на обустроенных плоскостных парковках. «Вопрос обеспечения формирующихся городских кварталов в ТиНАО парковочными местами актуальный, как и в целом по столице. Поэтому в новых проектах закладывается необходимость строительства паркингов, подземных парковок или гаражей. Они возводятся за счет инвесторов. Создание дополнительных машино-мест является частью общей работы по формированию качественной и комфортной городской среды», — рассказал Владимир Жидкин. Один из самых крупных — многоэтажный паркинг в составе жилого комплекса в деревне Язово. Его площадь составляет более 35,5 тысячи квадратных метров, он рассчитан на 1210 машин. В поселении Московский построен гаражный комплекс площадью свыше 34 тысяч квадратных метров на 1075 машин. Недавно Мосгосстройнадзор выдал разрешение на ввод в эксплуатацию новостройки, расположенной по адресу: поселение Внуковское, бульвар Андрея Тарковского, дом 14. Общая площадь здания с переменной этажностью составляет 44 тысяч квадратных метров, в нем 811 квартир. Подземная автостоянка вмещает 310 автомобилей. Кроме того, введена в эксплуатацию наземная автостоянка в жилом комплексе «Саларьево парк» вблизи деревни Николо-Хованское. Здесь построили шестиуровневую парковку общей площадью более 11 тысяч квадратных метров. На стоянке оборудовано 406 машино-мест, в том числе 16 для автомобилей с увеличенными габаритами. Владимир Жидкин добавил, что ежегодно в ТиНАО создается от пяти до шести тысяч новых машино-мест. Этот объем сохранится и в этом, и в следующем году.;паркинги, машино-места, Владимир Жидкин, жилые дома, автостоянки
В Таганском районе появится новая парковка;На городские торги выставили право на размещение плоскостной парковки в Таганском районе. Заявки на участие принимаются до 9 декабря, аукцион состоится 13 декабря на электронной площадке «Росэлторг». Об этом рассказал руководитель столичного Департамента по конкурентной политике Иван Щербаков. Участок находится в жилом микрорайоне рядом с деловыми и торговыми объектами по адресу: Добровольческая улица, владение 18. «На аукционе будет реализован участок в Таганском районе под размещение наземной стоянки на 30 машино-мест. На участке площадью 11 соток будут установлены электронный шлагбаум, ограждения, нанесена соответствующая разметка. Договор с победителем торгов будет подписан на пять лет, размер ежегодной платы за право размещения некапитального объекта определится по итогам аукциона», — отметил Иван Щербаков. В торгах смогут принять участие юридические и физические лица, в том числе индивидуальные предприниматели. Договор предполагает организацию стоянки в течение пяти месяцев с момента его подписания. На инвестиционном портале Москвы можно узнать больше информации об объектах городской собственности, выставленных на торги. Здесь опубликована лотовая документация и правила проведения аукционов. Раздел «Имущество от города» обновляется каждый день. Сейчас на ресурсе представлено более 3,3 тысячи объектов недвижимости. Больше об экономической политике и имущественно-земельных отношениях Москвы — на сайте economy.mos.ru.;аукционы, парковки, машино-места, Иван Щербаков
Город заключил с инвестором 11-й договор о выделении земли за рубль в год;Москва заключила с компанией «Базис+» договор о предоставлении участка в районе Митино по льготной арендной ставке один рубль в год для реализации масштабного инвестиционного проекта — строительства предприятия по изготовлению упаковки. Об этом сообщил заместитель Мэра Москвы по вопросам экономической политики и имущественно-земельных отношений Владимир Ефимов. «Мы заключили 11-й договор с инвестором о предоставлении земли в аренду по ставке рубль в год. По условиям соглашения компания в течение пяти лет возведет на участке коммунальной зоны Пенягино на улице Зенитчиков производство упаковки. Объем инвестиций в проект составит 1,6 миллиарда рублей», — рассказал он. В марте 2022 года Сергей Собянин утвердил набор мер антикризисной поддержки бизнеса. Предприниматели, которые создают в городе предприятия или расширяют уже действующие производства в рамках реализации масштабных инвестиционных проектов, могут получить землю в аренду по льготной ставке. «Площадь нового производства по изготовлению упаковки составит 25 тысяч квадратных метров. Решение о выделении почти 2,5 гектара земли для реализации масштабного инвестиционного проекта было принято на заседании Градостроительно-земельной комиссии столицы», — уточнил Министр Правительства Москвы, руководитель Департамента городского имущества Максим Гаман. Реализация масштабных инвестиционных проектов позволяет бизнесу снизить затраты на создание рабочих мест, а также в короткие сроки наладить выпуск важной для жизни и экономики города продукции. По словам руководителя Департамента инвестиционной и промышленной политики Москвы Владислава Овчинского, на новом предприятии будут выпускать востребованную в различных отраслях продукцию: тетрапак, картон, а также синтетическую пленку и клеевую основу для этикеток. «Благодаря реализации проекта ежегодно на производстве смогут выпускать более 50 тысяч тонн продукции. Кроме того, на заводе будет создано 90 рабочих мест», — добавил он. Больше информации об экономической политике и имущественно-земельных отношениях Москвы можно узнать на сайте economy.mos.ru.;льготы, производство, Владимир Ефимов, инвестиционные проекты, Максим Гаман, Владислав Овчинский
Столичная компания создала систему для контроля работы общественного транспорта на основе нейросети;Столичный производитель идентификаторов для транспортной отрасли совместно с рязанским партнером создал систему для автоматизации мониторинга работы общественного транспорта. «Система поможет перевозчикам повысить эффективность работы и увеличить прибыль. “Автокондуктор” создан на базе отечественного программно-аппаратного комплекса на основе нейросети. Он собирает информацию, которая позволит в автоматическом режиме отслеживать и корректировать интервалы движения транспортных средств, оценивать степень их загруженности, формировать отчеты о количестве перевезенных пассажиров и выручке. Помимо этого, аппаратно-программный комплекс анализирует расход топлива и техническое состояние транспортного средства», — рассказал руководитель Департамента инвестиционной и промышленной политики Москвы Владислав Овчинский. Система разработана при участии ведущих отечественных перевозчиков и учитывает основные требования регуляторов. Ее успешно протестировали в 12 регионах России и передали для коммерческого использования. До конца года запустить пилотные проекты планируют еще в 10 субъектах страны. Создатель системы — группа компаний ISBC, которая занимается разработкой, производством и дистрибуцией RFID-продукции для различных отраслей цифровой экономики. Больше об экономической политике и имущественно-земельных отношениях Москвы — на сайте economy.mos.ru.;мониторинг, общественный транспорт, нейросети, автоматизация, Владислав Овчинский
Эстакада — съезд на Нижегородскую улицу готова почти на две трети;Строительство эстакады — съезда с основного хода Московского скоростного диаметра (МСД) на Нижегородскую улицу в сторону центра выполнено почти на две трети. Об этом сообщил руководитель городского Департамента строительства Рафик Загрутдинов. «В настоящее время ведутся работы по устройству пролетного строения», — добавил он. Эстакаду возводят на участке от шоссе Энтузиастов до Рязанского проспекта в рамках строительства южного участка МСД. Длина сооружения составит 436 метров, движение транспорта будет осуществляться в одном направлении. На этом участке также предусматривается строительство дорог общей протяженностью 11 километров, в том числе 14 эстакад и двух путепроводов. Южный участок МСД пройдет от Варшавского шоссе до шоссе Энтузиастов. Он соединит четыре округа (Восточный, Юго-Восточный, Южный и Юго-Западный), 22 района с населением около 2,5 миллиона человек и такие крупные магистрали, как шоссе Энтузиастов, Симферопольское и Варшавское шоссе, Третье транспортное кольцо, Рязанский и Волгоградский проспекты, улицы Подольских Курсантов, Липецкая, Дорожная и автотрасса Солнцево — Бутово — Варшавское шоссе. Рафик Загрутдинов добавил, что Сергей Собянин поставил задачу в 2023 году завершить строительство всех хордовых магистралей.;эстакады, магистрали, Рафик Загрутдинов, МСД
Аддитивные технологии в производстве: открылась запись на новый курс «Московской технической школы»;«Московская техническая школа» («МТШ») приглашает столичных инженеров, имеющих высшее и среднее специальное образование, пройти онлайн-курс по внедрению аддитивных технологий в производство. Участники проекта получат базовые навыки в области прототипирования изделий и научатся применять компьютерные технологии на промышленных предприятиях. Об этом сообщил руководитель столичного Департамента инвестиционной и промышленной политики Владислав Овчинский. «Сегодня аддитивные технологии, и в частности 3D-печать, стремительно развиваются и становятся востребованы в разных областях промышленного производства, медицине, строительстве. Вместе с тем компании, работающие в данных сферах, испытывают нехватку высококвалифицированных специалистов с навыками и опытом работы с современными технологиями. Чтобы решить кадровый вопрос и обеспечить предприятия инженерами новой формации, в “Московской технической школе” открылось направление по внедрению аддитивных технологий, разработанное совместно с ведущими вузами и компаниями города. Например, в партнерстве с Московским авиационным институтом был создан онлайн-курс по внедрению аддитивных технологий в высокотехнологичное производство», — рассказал Владислав Овчинский. Программа подготовки специалистов направлена на развитие компетенций в области применения систем геометрического моделирования, а также в сфере прототипирования. Слушатели узнают о современных способах производства изделий, освоят виды трехмерного моделирования объектов, а также обучатся технологиям 3D-печати с использованием ABS- и PLA-пластика. После аттестационного испытания студенты «МТШ» получат сертификат о повышении квалификации. По словам разработчиков, курс «Внедрение аддитивных технологий в высокотехнологичное производство» даст серьезные конкурентные преимущества не только самим специалистам при трудоустройстве, но и большим предприятиям в части модернизации и цифровизации бизнеса. Почти 200 работников столичных предприятий прошли обучение в «Московской технической школе» Фермы запчастей: как 3D-печать поможет решить вопрос с импортозамещением  «Московская техническая школа» — проект Правительства Москвы, открывшийся в 2021 году. Его цель — повысить квалификацию столичных инженеров в работе с инновационными технологиями, которые оптимизируют производственные процессы и развивают промышленный потенциал. В проекте запланировано восемь направлений для обучения: «Технологии связи», «Аддитивные технологии», «Искусственный интеллект в промышленности», «Микроэлектроника и фотоника», «Робототехника и сенсорика», «Цифровые двойники», «Новые производственные технологии» и «Беспилотный транспорт». Чтобы стать участником проекта, предприятию нужно оформить заявку на сайте «МТШ» или на инвестиционном портале Москвы. Представители «Московской технической школы» подберут вуз или научный центр для обучения сотрудника. Больше информации об экономической политике и имущественно-земельных отношениях Москвы можно узнать на сайте economy.mos.ru.;образование, повышение квалификации, аддитивные технологии, Владислав Овчинский, Московская техническая школа
На Русаковской улице построили дом по программе реновации;В Красносельском районе построили дом для переселения участников программы реновации. Он расположен по адресу: Русаковская улица, дом 6. «Жилое г-образное здание находится на углу улицы и вписывается в окружающую среднеэтажную застройку. Общая площадь дома составляет около 10 тысяч квадратных метров. Инспекторы Мосгосстройнадзора по итогам комплексной проверки подтвердили соответствие объекта утвержденному проекту и выдали необходимую разрешительную документацию. Дом можно готовить ко вводу в эксплуатацию», — сообщил председатель Комитета государственного строительного надзора города Москвы Игорь Войстратенко. Трехсекционная новостройка рассчитана на 76 квартир: 26 однокомнатных, 23 двухкомнатные, 20 трехкомнатных и семь четырехкомнатных. В здании установили оконные блоки с двухкамерным стеклопакетом, остеклили балконы и лоджии. Внутренняя отделка соответствует стандартам программы реновации. На первом этаже находятся комнаты для консьержа и колясочные, предусмотрены нежилые помещения для сдачи в аренду. Новостройку оборудовали системами охраны, видеонаблюдения, оповещения и управления эвакуацией при пожаре, а также пожарной сигнализацией. Территорию около дома благоустроили и озеленили. Мосгосстройнадзор уделяет особое внимание объектам, строящимся по программе реновации. Сотрудники ведомства совместно со специалистами Центра экспертиз, исследований и испытаний в строительстве провели 13 выездных инспекций и выполнили комплекс лабораторно-инструментальных исследований качества конструкций и материалов.;новостройки, переселение, жилые дома, программа реновации, Игорь Войстратенко
Семьи мобилизованных москвичей могут получить онлайн-консультации по вопросам оформления недвижимости;Специалисты Росреестра будут проводить онлайн-консультации на портале mos.ru для мобилизованных москвичей и их семей. Об этом сообщил руководитель Управления Росреестра по Москве Игорь Майданов. «Мобилизованным на военную службу гражданам и членам их семей столичное Управление Росреестра будет оказывать консультативную помощь по вопросам оформления недвижимости. В непростой жизненной ситуации важно вовремя получить необходимую юридическую поддержку, тем более, когда речь идет о недвижимом имуществе. Чтобы максимально упростить процедуру переоформления прав, купли-продажи или дарения квартиры, достаточно записаться на онлайн-консультацию к специалистам Росреестра на портале mos.ru, выбрать дату и время», — отметил он. За консультацией можно обратиться к специалистам из отделов регистрации недвижимости жилого и нежилого назначения, объектов нового строительства, обременений и ограничений. Услугу предоставляют бесплатно авторизованным пользователям mos.ru. Для записи на онлайн-консультацию пользователям нужно иметь стандартную или полную учетную запись на портале. В каталоге услуг необходимо выбрать «Жилье, недвижимость, земля» и далее «Запись на онлайн-консультацию к специалисту Росреестра». В предложенном перечне нужно перейти на вкладку «Онлайн-консультации членов семей мобилизованных граждан». В начале октября Сергей Собянин подписал указ о дополнительных мерах поддержки семей мобилизованных граждан. Помощь в специальном центре поддержки уже получили 95 процентов обратившихся. Каждое обращение рассматривают индивидуально, многие удается исполнить день в день, а если требуется больше времени, специалисты остаются на связи с родственниками мобилизованных до окончательного решения вопроса. Для мобилизованных граждан Москва установила дополнительные ежемесячные выплаты. Кроме того, ряд мер поддержки принят для их детей, супруг и других членов семей. Для получения помощи необходимо обратиться в центр поддержки семей мобилизованных по адресу: улица Сергия Радонежского, дом 1, строение 1. Он работает с понедельника по воскресенье с 09:00 до 20:00. Связаться с центром можно по номеру телефона: +7 495 870-44-44. Заявление на единовременную выплату можно подать в семи флагманских офисах «Мои документы». Меры поддержки мобилизованных и их семей в Москве;консультации, Росреестр, Игорь Майданов, частичная мобилизация
Передавать показания счетчиков воды в приложении «Моя Москва» стало проще;В мобильном приложении «Моя Москва» для удобства пользователей модернизировали сервис передачи показаний водосчетчиков. Раньше горожане передавали данные в специальном чате, последовательно отвечая на вопросы бота. Теперь для них доступна форма приема показаний счетчиков. Она почти такая же, как на портале mos.ru, — максимально простая и интуитивно понятная. «Сервис передачи показаний счетчиков воды — один из самых востребованных в приложении “Моя Москва”, в среднем его используют 2,6 миллиона раз в месяц. Теперь его интерфейс похож на аналогичный сервис портала mos.ru: вместо чат-бота горожане видят привычную форму для ввода данных. Благодаря обновлению пользователи смогут быстрее передавать показания счетчиков воды», — рассказал заместитель руководителя столичного Департамента информационных технологий Борис Фролов. Чтобы воспользоваться сервисом приложения «Моя Москва», нужно зайти в раздел «Услуги» и открыть вкладку «Показания воды». На открывшейся странице потребуется выбрать номер квартиры (если в личном кабинете на mos.ru пользователь добавил несколько адресов) и заполнить форму, указав в ней текущие показания счетчиков холодной и горячей воды. Данные квартиры и код плательщика отобразятся автоматически (если они указаны в профиле на mos.ru). После заполнения всех необходимых полей останется нажать на кнопку «Передать показания». В сервисе также доступна история показаний. Чтобы сравнить динамику потребления воды, достаточно задать период, и на экране отобразится информация о предыдущих показаниях. Кроме того, данные приборов учета воды, а также электроэнергии в приложении можно передать с помощью голосового помощника. Сейчас он работает в тестовом режиме и доступен 50 процентам пользователей. Для того чтобы воспользоваться голосовым ассистентом, потребуется нажать на значок микрофона в нижнем углу экрана и сказать: «Передать показания». Данные счетчиков воды рекомендуется передавать с 15-го числа текущего месяца по третье число следующего месяца, а показания счетчиков электроэнергии — с 15-го по 26-е число текущего месяца. «Моя Москва» — официальное мобильное приложение портала mos.ru, которое заработало в 2019 году. С его помощью удобно получать квитанции и оплачивать счета за городские услуги, в том числе несколько счетов одновременно, проверять успеваемость ребенка в школе или записываться на прием к врачам.  Также с помощью приложения можно консультироваться с операторами контакт-центра по работе городских сервисов, узнавать об эвакуации транспорта, проверять историю автомобиля перед покупкой, читать самые важные городские новости. Скачать приложение можно в App Store, AppGallery, RuStore и Google Play. За три года работы приложения его установили более четырех миллионов человек, а его сервисами воспользовались более 30 миллионов раз.;сервисы, услуги, мобильные приложения, показания счетчиков, Моя Москва, приборы учета воды
